SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
1037;"476200";5;Detailhandel med aviser og papirvarer;Branchen omfatter butikker, der handler med aviser, papirvarer og kontorartikler. Plakater er også omfattet af denne branche.;- Detailhandel med aviser og papirvarer;"- Detailhandel med kontorartikler såsom penne, blyanter, papir mv.
- Detailhandel med plakater";;;
1038;"47.63";4;Detailhandel med musik- og videooptagelser;;;;;;
1039;"476300";5;Detailhandel med musik- og videooptagelser;Branchen omfatter butikker, der handler med musik og videooptagelser uanset medie, fx cd'er, dvd'er og bånd. Uindspillede cd'er, dvd'er og bånd er også omfattet af denne branche.;"- Detailhandel med musikoptagelser, lydbånd, cd'er og kassettebånd
- Detailhandel med videobånd og dvd'er";;"- Udlejning af videobånd, jf.<ref>77.22.00</ref>
- Detailhandel med brugte plader, cd'er, dvd'er, jf.<ref>47.79.00</ref>";;
1040;"47.64";4;Detailhandel med sportsudstyr;;;;;;
1041;"476410";5;Forhandlere af sports- og campingudstyr;Branchen omfatter butikker, der sælger udstyr til sport og campingaktiviteter, fx ateletik, jagt, lystfisker, sports- og fritidstøj.;"- Detailhandel med sportsudstyr
- Detailhandel med campingudstyr
- Detailhandel med lystfiskerartikler
- Detailhandel med jagtudstyr
- Detailhandel med atletikudstyr
- Detailhandel udelukkende med sports- og fritidstøj
- Detailhandel med sports- og kondisko";;;;
1042;"476420";5;Cykel- og knallertforretninger;Branchen omfatter butikker, der sælger cykler, knallerter og scootere, samt tilbehør til disse, til privatpersoner. Reparation af disse køretøjer ligger i branchen 95.29.00.;;;- Cykel- og knallertreparationsværksteder, jf.<ref>95.29.00</ref>;;
1043;"476430";5;Forhandlere af lystbåde og udstyr hertil;Branchen omfatter forhandlere af lystbåde og tilbehør til privatpersoner. Udlejning af lystbåde ligger i branchen 77.21.00;;;- Udlejning af lystbåde, jf.<ref>77.21.00</ref>;;
1044;"47.65";4;Detailhandel med spil og legetøj;;;;;;
1045;"476500";5;Detailhandel med spil og legetøj;Branchen omfatter butikker, der sælger spil og legetøj i alle materialer, samt fx fyværkeri, festartikler, til privatpersoner. Hobbyforretninger er også omfattet.;"- Detailhandel med spil og legetøj af alle materialer
- Hobbyforretninger
- Detailhandel med festartikler og fyrværkeri";;"- Detailhandel med videospilkonsoller, jf.<ref>47.41.00</ref>
- Detailhandel med massefremstillet software, herunder videospil, jf.<ref>47.41.00</ref>";;
1046;"47.7";3;Detailhandel med andre varer i specialforretninger;Denne gruppe omfatter salg i specialforretninger med varesortimenter, der ikke er omfattet af andre dele af klassificeringen, fx beklædningsartikler, skotøj og lædervarer, medicinalvarer og medicinske artikler, ure, souvenirs, rengøringsmaterialer, våben, blomster, kæledyr mv.. Gruppen omfatter også detailhandel med brugte varer i specialforretninger.;;;;;
1047;"47.71";4;Detailhandel med beklædningsartikler;;;;;;
1048;"477110";5;Tøjforretninger;Branchen omfatter butikker, der sælger både herre og dametøj til privatpersoner.;"Specialforretninger inden for:
- Detailhandel med beklædningsartikler, herunder arbejdsbeklædning og badetøj
- Detailhandel med pelsartikler
- Detailhandel med beklædningstilbehør såsom handsker, slips, seler mv.";;"- Babyudstyrs- og børnetøjsforretninger, jf.<ref>47.71.20</ref>
- Detailhandel med kjolestoffer, garn, broderier mv., jf.<ref>47.51.00</ref>";;
1049;"477120";5;Babyudstyrs- og børnetøjsforretninger;Branchen omfatter butikker med salg til privatpersoner af fx sutter, barnevogne, potter børnemøbler og børnetøj.;;;;;
1050;"47.72";4;Detailhandel med skotøj og lædervarer;;;;;;
1051;"477210";5;Skotøjsforretninger;Branchen omfatter butikker med salg af sko til privatpersoner. Skoreparationer ligger i branchen 952300.;- Detailhandel med skotøj;;"- Detailhandel med særligt sportsfodtøj, fx skistøvler, jf.<ref>47.64.10</ref>
- Reparation af skotøj, jf.<ref>95.23.00</ref>";;
1052;"477220";5;Lædervareforretninger;Branchen omfatter butikker med salg til privatpersoner af fx tasker, kufferter og andre rejseartikler.;"- Detailhandel med lædervarer
- Detailhandel med rejseartikler af læder og kunstlæder";;;;
1053;"47.73";4;Apoteker;;;;;;
1054;"477300";5;Apoteker;Branchen omfatter salg af medicinalvarer til privatpersoner, af både receptpligtige varer og håndkøb.;"Specialforretninger inden for:
- Detailhandel med medicinalvarer
";- Håndkøbsudsalg;;;
1055;"47.74";4;Detailhandel med medicinske og ortopædiske artikler;;;;;;
1056;"477400";5;Detailhandel med medicinske og ortopædiske artikler;Branchen omfatter butikker, der fx sælger høreapparater, støttestrømper, bandager, skoindlæg og brystproteser.;;;;;
1057;"47.75";4;Detailhandel med kosmetikvarer og produkter til personlig pleje;;;;;;
1058;"477500";5;Detailhandel med kosmetikvarer og produkter til personlig pleje;Branchen omfatter salg til privatpersoner, af produkter til personlig pleje og kosmetik, fx sæbe, shampo, læbestift og neglelak;"Specialforretninger inden for:
- Detailhandel med parfumevarer, kosmetikvarer og toiletartikler
- Detailhandel med blandet sortiment af materialvarer";;;;
1059;"47.76";4;Detailhandel med blomster, planter, frø, gødningsstoffer, kæledyr samt foder til kæledyr;;;;;;
1060;"477610";5;Blomsterforretninger;Branchen omfatter butikker, der fx sælger afskårne blomster og potteplanter, binder buketter, laver båredekorationer mm.;;- Blomsterbinding;"- Frugt- og grøntforretninger der også sælger blomster, jf.<ref>47.21.00</ref>
- Stadehandel med blomster, jf.<ref>47.89.00</ref>";;
1061;"477620";5;Planteforhandlere og havecentre;Branchen omfatter plante- og havecentre med salg til privatpersoner. Planteskoler henvises til branche 01.30.00;;- Frøforretninger;;;
1062;"477630";5;Dyrehandel;Branchen omfatter butikker med salg af kæledyr fx kaniner, fugle og akvariefisk, samt tilbehør til disse.;;"- Fugle- og akvarieforretninger
- Detailhandel med artikler til kæledyr";;;
1063;"47.77";4;Detailhandel med ure, smykker og guld- og sølvvarer;;;;;;
1064;"477700";5;Detailhandel med ure, smykker og guld- og sølvvarer;Branchen omfatter butikker, der sælge ure og smykker uanset materiale samt guld- og sølvvarer, fx bestik, lysestager og lign.;- Detailhandel med smykker, uanset materiale;;;;
1065;"47.78";4;Anden detailhandel fra specialforretninger;;;;;;
1066;"477810";5;Optikere;Branchen omfatter butikker, der sælger briller og kontaktlinser.;- Optikervirksomhed;;;;
1067;"477820";5;Fotoforretninger;Branchen omfatter butikker, der sælger fotoudstyr til privat personer.;- Detailhandel med fotografisk, optisk og præcisionsudstyr;;;;
1068;"477830";5;Forhandlere af gaveartikler og brugskunst;Branchen omfatter butikker med et bredt sortiment, hvor der ikke er hovedvægt på én varegruppe.;- Detailhandel med souvenirs, kunsthåndværk og religiøse artikler;;;;
1069;"477840";5;Kunsthandel og gallerivirksomhed;Branchen omfatter handel med kunst og gallerivirksomhed. Branchen omfatter ikke handel med kunst fra auktionshuse jf. 46.18.00 eller kunstnerisk skaben jf. 90.03.00;;;;;
1070;"477890";5;Detailhandel med andre varer i.a.n.;Branchen omfatter specialbutikker med nonfood-varer, der ikke er omfattet af de øvrige brancher i hovedgruppe 47 (brancher, der begynder med 47). Branchen spænder vidt fra fx salg  kontormaskiner, køkken- og badeværelseselementer til frimærker, til privatpersoner. Branchen omfatter ikke postordre- eller internetsalg jf. 47.91.;"- Detailhandel med våben og ammunition
- Detailhandel med frimærker og mønter
- Museumsbutikkers detailhandelsvirksomhed
- Detailhandel med brændselsolie, flaskegas, kul og brænde til husholdningsbrug
- Detailhandel med nonfood-produkter i.a.n.
- Skibsproviantering med butikshandel
- Detailhandel med køkken- og badeværelseselementer
- Detailhandel med barnevogne, børstevarer, skumgummi, ovne og pejse
- Detailhandel med kontormaskiner
- Detailhandel med flag";;- Direkte salg af brændsel (fyringsolie, brænde mv.), der leveres til kundens adresse, jf.<ref>47.99.00</ref>;;
1071;"47.79";4;Detailhandel med brugte varer i forretninger;;;;;;
1072;"477900";5;Detailhandel med brugte varer i forretninger;Branchen omfatter genbrugsbutikker, antikvariater, salg af antikviteter og brugte varer, dog ikke brugte motorkøretøjer. Auktionshuses virksomhed til privatpersoner er også omfattet af branchen. Omfatter ikke salg af brugte varer via internettet jf. 47.91.19.;"- Detailhandel med brugte bøger
- Detailhandel med andre brugte varer
- Detailhandel med antikviteter
- Auktionshuses virksomhed (detail)";;"- Detailhandel med brugte motorkøretøjer, jf.<ref>45.1</ref>
- Virksomhed i forbindelse med internetauktioner og anden auktionsvirksomhed uden forretning (detail), jf.<ref>47.91</ref>,<ref>47.99.00</ref>
- Pantelånervirksomhed, jf.<ref>64.92</ref>";;
1073;"47.8";3;Detailhandel fra stadepladser og markeder;Denne gruppe omfatter detailhandel med alle typer nye eller brugte varer fra normalt mobile stadepladser ved offentlig vej eller på et marked.;;;;;
1074;"47.81";4;Detailhandel med føde-, drikke- og tobaksvarer fra stadepladser og markeder;;;;;;
1075;"478100";5;Detailhandel med føde-, drikke- og tobaksvarer fra stadepladser og markeder;Branchen omfatter salg af føde-, drikke- og tobaksvarer, som ikke foregår fra butikker, via postordre eller internet, til privatpersoner.;- Frugt- og grøntstader;;- Detailhandel med færdigmad til umiddelbar fortæring (mobile madboder o.l.), jf.<ref>56.10</ref>;;
1076;"47.82";4;Detailhandel med tekstiler, beklædningsartikler og fodtøj fra stadepladser og markeder;;;;;;
1077;"478200";5;Detailhandel med tekstiler, beklædningsartikler og fodtøj fra stadepladser og markeder;Branchen omfatter salg af stof, beklædning og sko, som ikke foregår fra butikker, via postordre eller internet, til privatpersoner.;;;;;
1078;"47.89";4;Detailhandel med andre varer fra stadepladser og markeder;;;;;;
1079;"478900";5;Detailhandel med andre varer fra stadepladser og markeder;Branchen omfatter salg af en lang række varer fra markeder, dog ikke tekstiler og beklædningsartikler jf. 47.82.00 eller varer til konsum jf. 47.81.00.;"- Detailhandel med andre varer fra stadepladser og markeder, fx:
- Faste tæpper og løse tæpper
- Bøger
- Spil og legetøj
- Husholdningsapparater og forbrugerelektronik
- Musik- og videooptagelser
- Blomster";- Juletræssalg;;;
1080;"47.9";3;Detailhandel undtagen fra forretninger, stadepladser og markeder;Denne gruppe omfatter virksomheder, som overvejende sælger til private via postordre, internet, dørsalg, salgsautomater mv.;;;;;
1081;"47.91";4;Detailhandel fra postordre- eller Internetforretninger;"Denne undergruppe omfatter detailhandel, hvor kunden foretager sin bestilling via brev, telefon eller internet.

Virksomhederne i denne undergruppe har overvejende salg til private. Engroshandel henvises til hovedgruppe <ref>46</ref>, uanset om kunderne bestiller via internet eller ej. 

Undergruppen indeholder 9 brancher. 8 brancher omfatter salg af fysiske produkter og 1 branche omfatter salg af digitale produkter, som kunden selv downloader på internettet.";;;;;
1082;"479111";5;Detailhandel med dagligvarer via internet;Denne branche omfatter detailhandel med dagligvarer via internet eller postordre. Denne type varer sælges også i fysiske butikker, som fx købmænd, kiosker, supermarkeder mm. eller i fysiske specialbutikker, som fx ostehandlere, vinhandlere, slagtere m.fl.;- Detailhandel med dagligvarer, herunder føde-, drikke- eller tobaksvarer, via postordre eller internet;"- Internetvarehuse med et bredt sortiment, der inkluderer fødevarer
- Direkte salg af føde-, drikke- eller tobaksvarer via tv, radio, postordre og telefon";;;
1083;"479112";5;Detailhandel med elektroniske eller elektriske apparater samt fotoudstyr via internet;Denne branche omfatter detailhandel via internet eller postordre med varer som fx mobiltelefoner, radio, og tv, computere/tablets, hårde hvidevarer, kameraer mv.;"- Detailhandel med computere, ydre enheder og software (på fysiske medier) via internet
- Detailhandel med telekommunikationsudstyr via internet
- Detailhandel med radio og tv-udstyr via internet
- Detailhandel med av-udstyr via internet
- Detailhandel med cd- og dvd-afspillere mv. via internet
- Detailhandel med elektriske husholdningsapparater via internet
- Detailhandel med fotografisk, optisk og præcisionsudstyr via internet
- Detailhandel med e-cigaretter via internet";"- Detailhandel med antenner via internet
- Direkte salg af elektroniske/elektriske apparater samt fotoudstyr via tv, radio og telefon";- Detailhandel med software, som kunden downloader fra internettet, jf. <ref>49.91.20>/ref>;;
1084;"479113";5;Detailhandel med husholdnings- eller boligudstyr, bortset fra elektriske apparater, via internet;Denne branche omfatter detailhandel via internet eller postordre med varer som fx markiser, byggematerialer, møbler, isenkram og andre ikke-elektriske ting til husholdningen.;"- Detailhandel med presenninger og markiser via internet
- Detailhandel med isenkram, maling og glas via internet
- Detailhandel med byggematerialer via internet
- Detailhandel med motoriserede plæne-, kant- eller hækklippere via internet
- Detailhandel med køkken- og badeværelseselementer via internet
- Detailhandel med tæpper, vægbeklædning og gulvbelægning via internet
- Detailhandel med møbler via internet
- Detailhandel med puder, dyner og sengeudstyr via internet
- Detailhandel med køkkenudstyr, glas, porcelæn, bestik, vaser, lysestager mv. via internet
- Detailhandel med ikke-elektriske husholdningsartikler via internet
- Detailhandel med lamper og andre belysningsartikler via internet
- Detailhandel med gaveartikler og brugskunst via internet";- Direkte salg af husholdnings- og boligudstyr undtagen elektriske apparater via tv, radio, postordre og telefon;"- Detailhandel med antikviteter via internettet jf. <ref>47.91.19</ref>
- Detailhandel med elektriske husholdningsapparater og hårde hvidevarer via internet, jf. <ref>47.91.12</ref>";;
1085;"479114";5;Detailhandel med bøger, kontorartikler, musik eller film via internet;Denne branche omfatter detailhandel via internet eller postordre med varer som fx bøger, papirvarer, dvd’er mv.;"- Detailhandel med bøger via internet
- Detailhandel med aviser, papirvarer, kontorartikler eller plakater via internet
- Detailhandel med musikoptagelser, lydbånd, cd’er og kassettebånd via internet
- Detailhandel med videobånd og dvd’er via internet
- Detailhandel med uindspillede bånd, dvd’er og cd’er via internet";- Direkte salg af bøger, kontorartikler, musik og videofilm via tv, radio, postordre og telefon;"- Detailhandel med e-bøger eller lydbøger til download via internettet, jf. <ref>47.91.20</ref>
- Detailhandel med musik og film til download via internettet, jf. <ref>47.91.20</ref>
- Detailhandel med brugte bøger via internettet, jf. <ref>49.91.19</ref>";;
1086;"479115";5;Detailhandel med hobbyartikler, musikinstrumenter, sportsudstyr, legetøj, cykler via internet;"Denne branche omfatter detailhandel via internet eller postordre med varer som fx garn, smykkematerialer, campingartikler, jagtudstyr, spil og legetøj, cykler mv.  ";"- Detailhandel med kjolestoffer, garn, broderier mv. via internet
- Detailhandel med hobbyartikler via internet 
- Detailhandel med musikinstrumenter og partiturer via internet
- Detailhandel udelukkende med sportsudstyr, sports- og fritidstøj eller sportsfodtøj via internet
- Detailhandel med campingudstyr, lystfiskerartikler eller jagtudstyr via internet
- Detailhandel med cykler og knallerter via internet
- Detailhandel med spil og legetøj af alle materialer via internet
- Detailhandel med festartikler og fyrværkeri via internet
- Detailhandel med lystbåde via internet";- Direkte salg af hobbyartikler, musikinstrumenter, sportsudstyr, legetøj, cykler, lystbåde via tv, radio, postordre og telefon;"- Detailhandel med boligtekstiler via internettet jf. <ref>47.91.13</ref>
- Cykel- og knallertreparationsværksteder, jf. <ref>95.29.00</ref>
- Udlejning af lystbåde, jf. <ref>77.21.00</ref>
- Detailhandel med videospilkonsoller via internettet jf. <ref>47.91.12</ref>
- Detailhandel med software, herunder spil, til download via internettet, jf. <ref>47.91.20</ref>";;
1087;"479116";5;Detailhandel med tøj, sko, lædervarer, ure eller babyudstyr  via internet;Denne branche omfatter detailhandel via internet eller postordre med varer som fx tøj, sko, babyudstyr, børnetøj, tasker, kufferter, handsker, smykker og ure mv.;"- Detailhandel med beklædningsartikler, herunder arbejdsbeklædning og badetøj via internet
- Detailhandel med handsker, slips, seler mv. via internet
- Detailhandel med babyudstyr, barnevogne og børnetøj via internet
- Detailhandel med fodtøj, lædervarer eller rejseartikler via internet
- Detailhandel med ure, smykker eller guld- og sølvvarer via internet";- Direkte salg af tøj, sko, lædervarer, ure eller smykker via tv, radio, postordre og telefon;"- Detailhandel med særligt sportsfodtøj, fx skistøvler via internettet, jf. <ref>47.91.15</ref>
- Reparation af skotøj, jf. <ref>95.23.00</ref>";;
1088;"479117";5;Detailhandel med medicin og produkter til personlig pleje via internet;"Denne branche omfatter detailhandel via internet eller postordre med varer som fx håndkøbsmedicin, kosmetik, ortopædiske artikler, kontaktlinser mv. ";"- Detailhandel med medicinalvarer, kosttilskud eller håndkøbsmedicin via internet
- Detailhandel med medicinske eller ortopædiske artikler via internet
- Detailhandel med parfumevarer, kosmetikvarer eller toiletartikler via internet
- Detailhandel med blandet sortiment af materialvarer via internet
- Detailhandel med briller, solbriller eller kontaktlinser mm. via internet";- Direkte salg af medicin, kosmetik eller briller via tv, radio, postordre og telefon;;;
1089;"479119";5;Detailhandel med andre varer i.a.n. via internet;"Denne branche omfatter detailhandel via internet eller postordre med varer som fx blomster og planter, kæledyr og dyrefoder, samt antikviteter og andre brugte varer, ";"- Detailhandel med blomster, planter eller frø, plantekasser, gødning via internet
- Detailhandel med dyr, fugle, fisk, dyrefoder eller artikler til kæledyr via internet
- Detailhandel med våben og ammunition via internet
- Detailhandel med børstevarer, skumgummi, ovne og pejse via internet
- Detailhandel med brugte bøger via internet
- Detailhandel med antikviteter eller andre brugte varer via internet";"- Direkte salg af foder eller artikler til kæledyr, brugte varer samt andre varer i.a.n. via tv, radio, postordre og telefon
- Auktionshuse (detail) på internettet";"- Direkte salg af brændsel (fyringsolie, brænde mv.), jf. <ref>47.99.00</ref>
- Detailhandel med motorkøretøjer og reservedele og tilbehør til motorkøretøjer via internettet, jf. <ref>45.1</ref>, <ref>45.3</ref>
- Detailhandel med motorcykler og reservedele og tilbehør til motorcykler via internettet, jf. <ref>45.40</ref>
- Auktionshuse (engros) på internettet, jf. hovedgruppe <ref>46</ref>";;
1090;"479120";5;Detailhandel via internettet med digitale produkter;Branchen omfatter salg af digitale produkter, som kunden selv downloader fra internettet.;- Detailhandel med digitale produkter (fx musik, film, video, software, bøger), som kunden downloader direkte fra internettet;;"- Detailhandel via internettet, hvor varen leveres fysisk til kunden, jf.<ref>47.91.11</ref>; <ref>47.91.12</ref>; <ref>47.91.13</ref>; <ref>47.91.14</ref>; <ref>47.91.15</ref>; <ref>47.91.16</ref>; <ref>47.91.17</ref>; <ref>47.91.19</ref>";;
1091;"47.99";4;Anden detailhandel undtagen fra forretninger, stadepladser og markeder;;;;;;
1092;"479900";5;Anden detailhandel undtagen fra forretninger, stadepladser og markeder;Branchen omfatter salg til privatpersoner, fx via dørsalg, salgsautomater eller homeparties, inkl. salg af fyringsolie med levering til privatadressen. Omfatter ikke postordre- eller internetsalg jf. 47.91.;"- Detailhandel med alle varer på måder, som ikke er omfattet af de foregående undergrupper:
- Ved direkte salg eller dørsalg
- Via salgsautomater
- Homeparties og demonstrationssalg
- Direkte salg af brændsel (fyringsolie, brænde mv.), der leveres til kundens adresse
- Auktionsvirksomhed uden forretning (undtagen via internettet)
- Detailhandel udført af kommissionærer uden forretning
- Gardinbusser";;;;
1093;"H";1;Transport og godshåndtering;"Denne hovedafdeling omfatter virksomhed i forbindelse med passager- og godstransport med tog, bil, skib, fly eller i rørledning samt tilhørende virksomhed såsom terminal- og parkeringsfaciliteter, godsbehandling, oplagring mv.. Hovedafdelingen omfatter også udlejning af transportudstyr med chauffør eller operatør. Endvidere er post- og kurervirksomhed omfattet.

Denne hovedafdeling omfatter ikke:
- Reparation eller ændring af andet transportudstyr end motorkøretøjer, jf. gruppe <ref>33.1</ref>
- Vedligeholdelse og reparation af motorkøretøjer, jf. <ref>45.20</ref>
- Anlæg, vedligeholdelse og reparation af veje, jernbaner, havne, lufthavne, jf. hovedgruppe <ref>42</ref>
- Udlejning af transportudstyr uden chauffør eller operatør, jf. <ref>77.1</ref>, <ref>77.3</ref>";;;;;
1094;"49";2;"Landtransport; rørtransport";Denne hovedgruppe omfatter vej- og jernbanetransport af passagerer og gods samt rørtransport af gods.;;;;;
1095;"49.1";3;Passagertransport med regional- eller fjerntog;Denne gruppe omfatter jernbanepassagertransport med rullende jernbanemateriel på hovedlinjer fordelt over et vidtstrakt geografisk område eller med en regionalbane over kortere afstande.;;;;;
1096;"49.10";4;Passagertransport med regional- eller fjerntog;;;;;;
1097;"491000";5;Passagertransport med regional- eller fjerntog;Branchen omfatter transport af passagerer med regional- og fjerntog (regional- og Intercitytog) samt drift af sove- og spisevogne, som led i driften af jernbaneselskaber. Branchen omfatter ikke virksomheder, der kun står for driften af sove- og spisevogne.;"- Passagertransport med jernbane, regional- og fjerntrafik
- Drift af sovevogne og spisevogne som led i driften af jernbaneselskaber";;"- Passagertransport i byområder eller i omegnen heraf, jf.<ref>49.31</ref>
- Passagerterminalvirksomhed, jf.<ref>52.21.10</ref>
- Drift af sovevogne og spisevogne som separate enheder, jf.<ref>55.90.00</ref>,<ref>56.10.20</ref>
- Drift af jernbaneinfrastruktur såsom rangering, jf.<ref>52.21.10</ref>";;
1098;"49.2";3;Godstransport med tog;;;;;;
1099;"49.20";4;Godstransport med tog;;;;;;
1100;"492000";5;Godstransport med tog;Branchen omfatter al godstransport med tog, men ikke godshåndtering eller godsterminalvirksomhed jf. 52.24.00.;- Al godstransport med tog;;"- Oplagrings- og pakhusvirksomhed, jf.<ref>52.10.00</ref>
- Godsterminalvirksomhed, jf.<ref>52.21.10</ref>
- Drift af jernbaneinfrastruktur såsom rangering, jf.<ref>52.21.10</ref>
- Godshåndtering, jf.<ref>52.24.00</ref>";;
1101;"49.3";3;Anden landpassagertransport;Denne gruppe omfatter al landbaseret passagertransportvirksomhed bortset fra passagertransport med regional- eller fjerntog.;;;;;
1102;"49.31";4;Landpassagertransport i by- og forstadsområder;"Denne undergruppe omfatter:
- Landpassagertransport i by- og forstadsområder. Dette kan omfatte forskellige former for landtransport, fx med bus, sporvogn, undergrundstog og højbane mv. Transporten foregår ad faste ruter, der normalt følger en fast køreplan, og hvor passagerer står af og på ved faste stoppesteder.

Denne undergruppe omfatter også:
- Linjer fra by til lufthavn og omvendt - drift af tovbaner mv. som led i transitsystemer i by- og forstadsområder.

Denne undergruppe omfatter ikke:
- Passagertransport med jernbane, fjerntrafik, jf.<ref>49.10.00</ref>";;;;;
1103;"493110";5;Rutebuskørsel, by- og nærtrafik;Branchen omfatter transport af passagerer, i by- og forstadsområder, med bus. Busserne skal køre ad faste ruter, med fast køreplan, og faste stoppesteder.;;;;;
1104;"493120";5;S-togstrafik, metro og andre nærbaner;Branchen omfatter transport af passagerer med S-tog, metro samt lokal- og nærbaner, men ikke med regional- og intercitytog jf. 49.10.00.;"- S-tog
- Metro
- Lokal- og nærbaner";;;;
1105;"49.32";4;Taxikørsel;;;;;;
1106;"493200";5;Taxikørsel;Branchen omfatter bl. a. taxikørsel, siddende sygetransport og udlejning af privatbiler med chauffør. For drift af taxicentraler se 52.21.10.;;- Anden udlejning af privatbiler med chauffør;- Drift af taxicentraler, jf.<ref>52.21.10</ref>;;
1107;"49.39";4;Anden landpassagertransport i.a.n.;;- Anden landpassagertransport;;- Ambulancetransport, jf.<ref>86.90.90</ref>;;
1108;"493910";5;Rutebuskørsel, fjerntrafik og skolebusser;Branchen omfatter rutebusforbindelser med køreplan (fjerntrafik) samt drift af skolebusser og busser til medarbejdertransport.;"- Rutebusforbindelser med køreplan, fjerntrafik
- Drift af skolebusser og busser til medarbejdertransport";;;;
1109;"493920";5;Turistkørsel og anden landpassagertransport;Branchen omfatter charter- og turistbusvirksomhed, lufthavnsbusser og handicapkørsel samt transport af passagerer med køretøjer, der trækkes af mennesker eller dyr.;"- Charter- og udflugtsbusvirksomhed samt anden lejlighedsvis turistbusvirksomhed
- Passagertransport med køretøjer, der trækkes af mennesker eller dyr
- Lufthavnsbusser
- Handicapkørsel";;;;
1110;"49.4";3;Vejgodstransport og flytning;Denne gruppe omfatter landbaseret godstransportvirksomhed bortset fra jernbanetransport.;;;;;
1111;"49.41";4;Vejgodstransport;"Denne undergruppe omfatter:
- Transport af gods på veje";;;;;
1112;"494100";5;Vejgodstransport;Branchen omfatter transport af gods på veje, udlejning af lastbiler med chauffør samt godstransport med køretøjer, der trækkes af mennekser eller dyr.;"- Vejgodstransport
- Udlejning af lastbiler med chauffør
- Godstransport med køretøjer, der trækkes af mennesker eller dyr
- Kvægtransport
- Transport med kølelastbiler
- Transport med tankbiler
- Transport af affald og affaldsmaterialer, uden indsamling eller bortskaffelse
- Sværgodstransport";;"- Transport af tømmer i skoven som led i skovningsvirksomhed, jf.<ref>02.40.00</ref>
- Drift af godsterminalanlæg, jf.<ref>52.21.10</ref>
- Nedpakning i kasser med henblik på transport, jf.<ref>52.29.90</ref>
- Post- og kurervirksomhed, jf.<ref>53.10.00</ref>,<ref>53.20.00</ref>
- Affaldstransport som led i renovationsvirksomhed, jf.<ref>38.11.00</ref>,<ref>38.12.00</ref>";;
1113;"49.42";4;Flytteforretninger;;;;;;
1114;"494200";5;Flytteforretninger;Branchen omfatter flytning for virksomheder og husholdninger ad landvejen.;- Flytning for virksomheder og husholdninger ad landvejen;;;;
1115;"49.5";3;Rørtransport;;;;;;
1116;"49.50";4;Rørtransport;;;;;;
1117;"495000";5;Rørtransport;Branchen omfatter drift af pumpestationer samt rørtransport af gas, væske, vand, gylle og lignende i transmissionsledninger. For transport af væsker med lastbil se 49.41.00.;- Rørtransport af gas, væske, vand, gylle og andre produkter i transmissionsledninger;- Drift af pumpestationer;"- Distribution af naturgas eller syntetisk gas, vand eller damp, jf.<ref>35.22.00</ref>,<ref>35.30.00</ref>,<ref>36.00.00</ref>
- Transport af væsker med lastbil, jf.<ref>49.41.00</ref>";;
1118;"50";2;Skibsfart;"Denne hovedgruppe omfatter transport af passagerer eller gods til vands. Hovedgruppen omfatter også drift af bugserbåde, udflugts-, krydstogts- og sightseeingbåde, færger, vandtaxier mv. Selv om stedet er en indikator for adskillelsen mellem søtransport og transport ad indre vandveje, er den afgørende faktor den anvendte fartøjstype. Transport med søgående fartøjer er klassificeret i gruppe <ref>50.1</ref> og <ref>50.2</ref>, mens transport med andre fartøjer er klassificeret i gruppe <ref>50.3</ref> og <ref>50.4</ref>.

Restaurations- og barvirksomhed ombord på skibe (se undergruppe <ref>56.10</ref>, <ref>56.30</ref>) er ikke omfattet, hvis denne udføres af separate enheder.";;;;;
1119;"50.1";3;Sø- og kysttransport af passagerer;Denne gruppe omfatter passagertransport med fartøjer, der er beregnet til sø- og kysttransport.;;;;;
1120;"50.10";4;Sø- og kysttransport af passagerer;;;;;;
1121;"501000";5;Sø- og kysttransport af passagerer;Branchen omfatter sø- og kysttransport af passagerer samt udlejning af fritidsbåde med besætning til sø- og kysttransport (fx. til fiskeriudflugter). Branchen omfatter ligeledes drift af færger, vandtaxier og udflugts-, krydstogts- eller sightseeingbåde. For udlejning af erhvervsskibe uden besætning se 77.34.00.;"- Sø- og kysttransport af passagerer
- Drift af udflugts-, krydstogts- eller sightseeingbåde
- Drift af færger, vandtaxier mv.";- Udlejning af fritidsbåde med besætning til sø- og kysttransport (fx til fiskeriudflugter);;;
1122;"50.2";3;Sø- og kysttransport af gods;Denne gruppe omfatter godstransport på fartøjer, der er beregnet til sø- og kysttransport. Gruppen omfatter også godstransport på store søer mv., når der anvendes fartøjer af tilsvarende type.;;;;;
1123;"50.20";4;Sø- og kysttransport af gods;;;;;;
1124;"502000";5;Sø- og kysttransport af gods;Branchen omfatter sø- og kysttransport  af gods, transport ved at slæbe eller skubbe fx. pramme eller olieboreplatforme samt udlejning af fartøjer med besætning til sø- og kysttransport. For udlejning af erhvervsskibe uden besætning se 77.34.00.;"- Sø- og kysttransport af gods
- Udlejning af fartøjer med besætning til sø- og kysttransport
- Transport ved at slæbe eller skubbe pramme, olieboreplatforme mv.";;"- Oplagring af gods, jf.<ref>52.10.00</ref>
- Havnedrift og andre hjælpetjenester såsom dokning, lodsning, lægtertransport, bjærgning af fartøjer, jf.<ref>52.22</ref>
- Godshåndtering, jf.<ref>52.24.00</ref>
- Udlejning af erhvervsskibe eller -både uden besætning, jf.<ref>77.34.00</ref>";;
